algorithm,scenario_index,run_id,source,dest,bandwidth_requirement,path,cost,delay_ms,reliability_cost,resource_cost
SARSA (Optimized),28,1,246,144,119.0,"[246, 43, 144]",8.9078024713659,16.75,0.08034039572822901,2.543501763237149
SARSA (Optimized),28,2,246,144,119.0,"[246, 48, 23, 144]",11.504183214102406,19.89,0.09949638939179703,7.646671486424339
SARSA (Optimized),28,3,246,144,119.0,"[246, 192, 144]",9.292082977766485,17.22,0.07185506186299856,3.302632296037931
SARSA (Optimized),28,4,246,144,119.0,"[246, 34, 144]",6.282088614933996,10.57,0.1132062352043231,4.815633721863495
SARSA (Optimized),29,0,248,189,21.0,"[248, 114, 189]",10.65322708232521,17.31,0.11217937801372457,9.822866344605476
SARSA (Optimized),29,1,248,189,21.0,"[248, 36, 189]",11.887919640205338,20.75,0.060709407160610615,7.473534090285778
SARSA (Optimized),29,2,248,189,21.0,"[248, 224, 189]",8.967223534042759,15.629999999999999,0.05883357731962273,5.672867304234362
SARSA (Optimized),29,3,248,189,21.0,"[248, 147, 229, 189]",13.810818573003345,23.93,0.09962127164661394,9.079660957546809
SARSA (Optimized),29,4,248,189,21.0,"[248, 191, 189]",8.53838216110768,14.05,0.08425588339691753,7.4405269804430185
Q-Learning,0,0,8,44,200.0,"[8, 158, 44]",10.671392810225736,20.01,0.08213575056038858,3.208760425288088
Q-Learning,0,1,8,44,200.0,"[8, 58, 44]",10.481840740589325,19.01,0.05787865138404437,4.797385725870555
Q-Learning,0,2,8,44,200.0,"[8, 67, 44]",7.023284340736585,12.68,0.08250927540217626,3.292657790579659
Q-Learning,0,3,8,44,200.0,"[8, 19, 44]",6.756945484535329,11.7,0.08045719356094515,4.414041632335231
Q-Learning,0,4,8,44,200.0,"[8, 147, 44]",8.837948929414864,16.06,0.08738471940050824,3.908667567973562
Q-Learning,1,0,24,221,172.0,"[24, 153, 221]",13.594016652809152,25.55,0.10808520648106136,3.9329554543241647
Q-Learning,1,1,24,221,172.0,"[24, 225, 221]",11.085062610450786,20.55,0.06272273068331682,3.9562289562289568
Q-Learning,1,2,24,221,172.0,"[24, 81, 221]",13.386142052307886,24.11,0.08949241585914611,6.521471637750707
Q-Learning,1,3,24,221,172.0,"[24, 14, 221]",8.951715843474984,15.61,0.0740232311289594,5.622544370681479
Q-Learning,1,4,24,221,172.0,"[24, 179, 221]",7.281768798722582,11.77,0.05875041498980285,6.895718371128207
Q-Learning,2,0,32,42,162.0,"[32, 236, 42]",12.076271546611123,22.47,0.12044567333198233,4.025689223057644
Q-Learning,2,1,32,42,162.0,"[32, 147, 42]",6.722686052591149,12.06,0.12768901261195031,3.271896744037818
Q-Learning,2,2,32,42,162.0,"[32, 246, 42]",9.657026250328402,18.44,0.05969319179458793,2.0955914639501185
Q-Learning,2,3,32,42,162.0,"[32, 121, 42]",9.826309905850152,16.55,0.08241094974636218,7.632933104631218
Q-Learning,2,4,32,42,162.0,"[32, 192, 42]",7.5173800873461865,13.22,0.0434359548146368,4.471746504508976
Q-Learning,3,0,37,208,124.0,"[37, 86, 208]",12.834223301718401,24.13,0.06898822078348034,3.742634177416786
Q-Learning,3,1,37,208,124.0,"[37, 110, 208]",11.694499525737843,20.39,0.10927151364983825,7.333590358214459
Q-Learning,3,2,37,208,124.0,"[37, 150, 208]",8.07246053417943,15.04,0.08221149379087359,2.6389854302108464
Q-Learning,3,3,37,208,124.0,"[37, 169, 208]",8.743938402228334,15.97,0.11736592865760362,3.6186431181552576
Q-Learning,3,4,37,208,124.0,"[37, 95, 208]",8.217130266920888,15.25,0.08315137457545116,2.8359242727412655
